Hour,Region,TaskType,GPU_Demand
2180,RegionA,BatchInference,13
2180,RegionA,AITraining,0
2180,RegionB,RealTimeInference,6
2180,RegionB,BatchInference,48
2180,RegionB,AITraining,0
2180,RegionC,RealTimeInference,0
2180,RegionC,BatchInference,0
2180,RegionC,AITraining,0
2180,RegionD,RealTimeInference,0
2180,RegionD,BatchInference,48
2180,RegionD,AITraining,96
2180,RegionE,RealTimeInference,0
2180,RegionE,BatchInference,0
2180,RegionE,AITraining,0
2180,RegionF,RealTimeInference,0
2180,RegionF,BatchInference,0
2180,RegionF,AITraining,382
2181,RegionA,RealTimeInference,14
2181,RegionA,BatchInference,0
2181,RegionA,AITraining,0
2181,RegionB,RealTimeInference,11
2181,RegionB,BatchInference,21
2181,RegionB,AITraining,0
2181,RegionC,RealTimeInference,4
2181,RegionC,BatchInference,47
2181,RegionC,AITraining,30
2181,RegionD,RealTimeInference,0
2181,RegionD,BatchInference,15
2181,RegionD,AITraining,96
2181,RegionE,RealTimeInference,0
2181,RegionE,BatchInference,10
2181,RegionE,AITraining,210
2181,RegionF,RealTimeInference,0
2181,RegionF,BatchInference,0
2181,RegionF,AITraining,0
2182,RegionA,RealTimeInference,14
2182,RegionA,BatchInference,9
2182,RegionA,AITraining,48
2182,RegionB,RealTimeInference,3
2182,RegionB,BatchInference,30
2182,RegionB,AITraining,0
2182,RegionC,RealTimeInference,8
2182,RegionC,BatchInference,40
2182,RegionC,AITraining,0
2182,RegionD,RealTimeInference,0
2182,RegionD,BatchInference,22
2182,RegionD,AITraining,177
2182,RegionE,RealTimeInference,0
2182,RegionE,BatchInference,0
2182,RegionE,AITraining,204
2182,RegionF,RealTimeInference,0
2182,RegionF,BatchInference,30
2182,RegionF,AITraining,98
2183,RegionA,RealTimeInference,14
2183,RegionA,BatchInference,18
2183,RegionA,AITraining,34
2183,RegionB,RealTimeInference,22
2183,RegionB,BatchInference,0
2183,RegionB,AITraining,0
2183,RegionC,RealTimeInference,9
2183,RegionC,BatchInference,10
2183,RegionC,AITraining,0
2183,RegionD,RealTimeInference,0
2183,RegionD,BatchInference,31
2183,RegionD,AITraining,23
2183,RegionE,RealTimeInference,0
2183,RegionE,BatchInference,0
2183,RegionE,AITraining,364
2183,RegionF,RealTimeInference,0
2183,RegionF,BatchInference,0
2183,RegionF,AITraining,123
2184,RegionA,RealTimeInference,10
2184,RegionA,BatchInference,4
2184,RegionA,AITraining,136
2184,RegionB,RealTimeInference,7
2184,RegionB,BatchInference,33
2184,RegionB,AITraining,0
2184,RegionC,RealTimeInference,14
2184,RegionC,BatchInference,18
2184,RegionC,AITraining,32
2184,RegionD,RealTimeInference,0
2184,RegionD,BatchInference,0
2184,RegionD,AITraining,355
2184,RegionE,RealTimeInference,0
2184,RegionE,BatchInference,8
2184,RegionE,AITraining,108
2184,RegionF,RealTimeInference,0
2184,RegionF,BatchInference,38
2184,RegionF,AITraining,102
2185,RegionA,RealTimeInference,13
2185,RegionA,BatchInference,6
2185,RegionA,AITraining,0
2185,RegionB,RealTimeInference,4
2185,RegionB,BatchInference,19
2185,RegionB,AITraining,0
2185,RegionC,RealTimeInference,5
2185,RegionC,BatchInference,37
2185,RegionC,AITraining,82
2185,RegionD,RealTimeInference,0
2185,RegionD,BatchInference,69
2185,RegionD,AITraining,135
2185,RegionE,RealTimeInference,0
2185,RegionE,BatchInference,8
2185,RegionE,AITraining,178
2185,RegionF,RealTimeInference,7
2185,RegionF,BatchInference,0
2185,RegionF,AITraining,248
2186,RegionA,RealTimeInference,18
2186,RegionA,BatchInference,0
2186,RegionA,AITraining,0
2186,RegionB,RealTimeInference,0
2186,RegionB,BatchInference,35
2186,RegionB,AITraining,160
2186,RegionC,RealTimeInference,3
2186,RegionC,BatchInference,27
2186,RegionC,AITraining,0
2186,RegionD,RealTimeInference,0
2186,RegionD,BatchInference,4
2186,RegionD,AITraining,432
2186,RegionE,RealTimeInference,0
2186,RegionE,BatchInference,0
2186,RegionE,AITraining,69
2186,RegionF,RealTimeInference,0
2186,RegionF,BatchInference,0
2186,RegionF,AITraining,0
2187,RegionA,RealTimeInference,3
2187,RegionA,BatchInference,41
2187,RegionA,AITraining,0
2187,RegionB,RealTimeInference,11
2187,RegionB,BatchInference,39
2187,RegionB,AITraining,0
2187,RegionC,RealTimeInference,16
2187,RegionC,BatchInference,83
2187,RegionC,AITraining,0
2187,RegionD,RealTimeInference,0
2187,RegionD,BatchInference,16
2187,RegionD,AITraining,149
2187,RegionE,RealTimeInference,7
2187,RegionE,BatchInference,21
2187,RegionE,AITraining,98
2187,RegionF,RealTimeInference,0
2187,RegionF,BatchInference,23
2187,RegionF,AITraining,127
2188,RegionA,RealTimeInference,14
2188,RegionA,BatchInference,31
2188,RegionA,AITraining,0
2188,RegionB,RealTimeInference,4
2188,RegionB,BatchInference,20
2188,RegionB,AITraining,0
2188,RegionC,RealTimeInference,15
2188,RegionC,BatchInference,0
2188,RegionC,AITraining,127
2188,RegionD,RealTimeInference,0
2188,RegionD,BatchInference,24
2188,RegionD,AITraining,93
2188,RegionE,RealTimeInference,0
2188,RegionE,BatchInference,10
2188,RegionE,AITraining,44
2188,RegionF,RealTimeInference,0
2188,RegionF,BatchInference,15
2188,RegionF,AITraining,349
2189,RegionA,RealTimeInference,17
2189,RegionA,BatchInference,24
2189,RegionA,AITraining,0
2189,RegionB,RealTimeInference,14
2189,RegionB,BatchInference,40
2189,RegionB,AITraining,0
2189,RegionC,RealTimeInference,9
2189,RegionC,BatchInference,6
2189,RegionC,AITraining,0
2189,RegionD,RealTimeInference,0
2189,RegionD,BatchInference,52
2189,RegionD,AITraining,124
2189,RegionE,RealTimeInference,0
2189,RegionE,BatchInference,32
2189,RegionE,AITraining,107
2189,RegionF,RealTimeInference,0
2189,RegionF,BatchInference,0
2189,RegionF,AITraining,0
2190,RegionA,RealTimeInference,0
2190,RegionA,BatchInference,4
2190,RegionA,AITraining,64
2190,RegionB,RealTimeInference,6
2190,RegionB,BatchInference,0
2190,RegionB,AITraining,0
2190,RegionC,RealTimeInference,5
2190,RegionC,BatchInference,42
2190,RegionC,AITraining,26
2190,RegionD,RealTimeInference,0
2190,RegionD,BatchInference,54
2190,RegionD,AITraining,238
2190,RegionE,RealTimeInference,0
2190,RegionE,BatchInference,23
2190,RegionE,AITraining,271
2190,RegionF,RealTimeInference,0
2190,RegionF,BatchInference,0
2190,RegionF,AITraining,52
2191,RegionA,RealTimeInference,10
2191,RegionA,BatchInference,42
2191,RegionA,AITraining,0
2191,RegionB,RealTimeInference,18
2191,RegionB,BatchInference,37
2191,RegionB,AITraining,0
2191,RegionC,RealTimeInference,6
2191,RegionC,BatchInference,0
2191,RegionC,AITraining,0
2191,RegionD,RealTimeInference,0
2191,RegionD,BatchInference,8
2191,RegionD,AITraining,334
2191,RegionE,RealTimeInference,0
2191,RegionE,BatchInference,42
2191,RegionE,AITraining,172
2191,RegionF,RealTimeInference,0
2191,RegionF,BatchInference,21
2191,RegionF,AITraining,0
2192,RegionA,RealTimeInference,17
2192,RegionA,BatchInference,38
2192,RegionA,AITraining,0
2192,RegionB,RealTimeInference,5
2192,RegionB,BatchInference,22
2192,RegionB,AITraining,76
2192,RegionC,RealTimeInference,0
2192,RegionC,BatchInference,0
2192,RegionC,AITraining,97
2192,RegionD,RealTimeInference,0
2192,RegionD,BatchInference,0
2192,RegionD,AITraining,390
2192,RegionE,RealTimeInference,4
2192,RegionE,BatchInference,11
2192,RegionE,AITraining,311
2192,RegionF,RealTimeInference,1
2192,RegionF,BatchInference,8
2192,RegionF,AITraining,108
2193,RegionA,RealTimeInference,5
2193,RegionA,BatchInference,22
2193,RegionA,AITraining,154
2193,RegionB,RealTimeInference,0
2193,RegionB,BatchInference,5
2193,RegionB,AITraining,45
2193,RegionC,RealTimeInference,8
2193,RegionC,BatchInference,52
2193,RegionC,AITraining,0
2193,RegionD,RealTimeInference,1
2193,RegionD,BatchInference,18
2193,RegionD,AITraining,137
2193,RegionE,RealTimeInference,0
2193,RegionE,BatchInference,8
2193,RegionE,AITraining,172
2193,RegionF,RealTimeInference,0
2193,RegionF,BatchInference,10
2193,RegionF,AITraining,174
2194,RegionA,RealTimeInference,11
2194,RegionA,BatchInference,5
2194,RegionA,AITraining,0
2194,RegionB,RealTimeInference,9
2194,RegionB,BatchInference,41
2194,RegionB,AITraining,0
2194,RegionC,RealTimeInference,7
2194,RegionC,BatchInference,0
2194,RegionC,AITraining,0
2194,RegionD,RealTimeInference,0
2194,RegionD,BatchInference,8
2194,RegionD,AITraining,161
2194,RegionE,RealTimeInference,0
2194,RegionE,BatchInference,40
2194,RegionE,AITraining,0
2194,RegionF,RealTimeInference,0
2194,RegionF,BatchInference,10
2194,RegionF,AITraining,272
2195,RegionA,RealTimeInference,8
2195,RegionA,BatchInference,0
2195,RegionA,AITraining,22
2195,RegionB,RealTimeInference,0
2195,RegionB,BatchInference,5
2195,RegionB,AITraining,0
2195,RegionC,RealTimeInference,4
2195,RegionC,BatchInference,0
2195,RegionC,AITraining,119
2195,RegionD,RealTimeInference,0
2195,RegionD,BatchInference,40
2195,RegionD,AITraining,34
2195,RegionE,RealTimeInference,6
2195,RegionE,BatchInference,49
2195,RegionE,AITraining,0
2195,RegionF,RealTimeInference,0
2195,RegionF,BatchInference,0
2195,RegionF,AITraining,58
2196,RegionA,RealTimeInference,3
2196,RegionA,BatchInference,39
2196,RegionA,AITraining,100
2196,RegionB,RealTimeInference,6
2196,RegionB,BatchInference,0
2196,RegionB,AITraining,44
2196,RegionC,RealTimeInference,6
2196,RegionC,BatchInference,7
2196,RegionC,AITraining,16
2196,RegionD,RealTimeInference,0
2196,RegionD,BatchInference,53
2196,RegionD,AITraining,423
2196,RegionE,RealTimeInference,0
2196,RegionE,BatchInference,18
2196,RegionE,AITraining,49
2196,RegionF,RealTimeInference,0
2196,RegionF,BatchInference,13
2196,RegionF,AITraining,261
2197,RegionA,RealTimeInference,2
2197,RegionA,BatchInference,17
2197,RegionA,AITraining,90
2197,RegionB,RealTimeInference,11
2197,RegionB,BatchInference,0
2197,RegionB,AITraining,61
2197,RegionC,RealTimeInference,18
2197,RegionC,BatchInference,25
2197,RegionC,AITraining,0
2197,RegionD,RealTimeInference,5
2197,RegionD,BatchInference,0
2197,RegionD,AITraining,237
2197,RegionE,RealTimeInference,1
2197,RegionE,BatchInference,0
2197,RegionE,AITraining,113
2197,RegionF,RealTimeInference,3
2197,RegionF,BatchInference,0
2197,RegionF,AITraining,84
2198,RegionA,RealTimeInference,10
2198,RegionA,BatchInference,17
2198,RegionA,AITraining,0
2198,RegionB,RealTimeInference,1
2198,RegionB,BatchInference,24
2198,RegionB,AITraining,0
2198,RegionC,RealTimeInference,3
2198,RegionC,BatchInference,6
2198,RegionC,AITraining,0
2198,RegionD,RealTimeInference,0
2198,RegionD,BatchInference,19
2198,RegionD,AITraining,163
2198,RegionE,RealTimeInference,0
2198,RegionE,BatchInference,22
2198,RegionE,AITraining,28
2198,RegionF,RealTimeInference,0
2198,RegionF,BatchInference,7
2198,RegionF,AITraining,121
2199,RegionA,RealTimeInference,5
2199,RegionA,BatchInference,38
2199,RegionA,AITraining,0
2199,RegionB,RealTimeInference,1
2199,RegionB,BatchInference,50
2199,RegionB,AITraining,0
2199,RegionC,RealTimeInference,5
2199,RegionC,BatchInference,9
2199,RegionC,AITraining,0
2199,RegionD,RealTimeInference,0
2199,RegionD,BatchInference,0
2199,RegionD,AITraining,181
2199,RegionE,RealTimeInference,0
2199,RegionE,BatchInference,0
2199,RegionE,AITraining,84
2199,RegionF,RealTimeInference,2
2199,RegionF,BatchInference,15
2199,RegionF,AITraining,167
2200,RegionA,RealTimeInference,0
2200,RegionA,BatchInference,44
2200,RegionA,AITraining,0
2200,RegionB,RealTimeInference,1
2200,RegionB,BatchInference,37
2200,RegionB,AITraining,60
2200,RegionC,RealTimeInference,11
2200,RegionC,BatchInference,31
2200,RegionC,AITraining,24
2200,RegionD,RealTimeInference,0
2200,RegionD,BatchInference,57
2200,RegionD,AITraining,0
2200,RegionE,RealTimeInference,6
2200,RegionE,BatchInference,19
2200,RegionE,AITraining,111
2200,RegionF,RealTimeInference,0
2200,RegionF,BatchInference,0
2200,RegionF,AITraining,39
2201,RegionA,RealTimeInference,10
2201,RegionA,BatchInference,21
2201,RegionA,AITraining,226
2201,RegionB,RealTimeInference,0
2201,RegionB,BatchInference,13
2201,RegionB,AITraining,0
2201,RegionC,RealTimeInference,15
2201,RegionC,BatchInference,0
2201,RegionC,AITraining,0
2201,RegionD,RealTimeInference,3
2201,RegionD,BatchInference,25
2201,RegionD,AITraining,99
2201,RegionE,RealTimeInference,1
2201,RegionE,BatchInference,32
2201,RegionE,AITraining,84
2201,RegionF,RealTimeInference,0
2201,RegionF,BatchInference,20
2201,RegionF,AITraining,341
2202,RegionA,RealTimeInference,0
2202,RegionA,BatchInference,13
2202,RegionA,AITraining,0
2202,RegionB,RealTimeInference,17
2202,RegionB,BatchInference,19
2202,RegionB,AITraining,0
2202,RegionC,RealTimeInference,5
2202,RegionC,BatchInference,12
2202,RegionC,AITraining,0
2202,RegionD,RealTimeInference,0
2202,RegionD,BatchInference,59
2202,RegionD,AITraining,179
2202,RegionE,RealTimeInference,0
2202,RegionE,BatchInference,0
2202,RegionE,AITraining,161
2202,RegionF,RealTimeInference,5
2202,RegionF,BatchInference,24
2202,RegionF,AITraining,17
2203,RegionA,RealTimeInference,8
2203,RegionA,BatchInference,49
2203,RegionA,AITraining,113
2203,RegionB,RealTimeInference,5
2203,RegionB,BatchInference,21
2203,RegionB,AITraining,92
2203,RegionC,RealTimeInference,7
2203,RegionC,BatchInference,5
2203,RegionC,AITraining,91
2203,RegionD,RealTimeInference,0
2203,RegionD,BatchInference,29
2203,RegionD,AITraining,0
2203,RegionE,RealTimeInference,1
2203,RegionE,BatchInference,9
2203,RegionE,AITraining,212
2203,RegionF,RealTimeInference,0
2203,RegionF,BatchInference,21
2203,RegionF,AITraining,256
2204,RegionA,RealTimeInference,5
2204,RegionA,BatchInference,22
2204,RegionA,AITraining,0
2204,RegionB,RealTimeInference,6
2204,RegionB,BatchInference,0
2204,RegionB,AITraining,0
2204,RegionC,RealTimeInference,4
2204,RegionC,BatchInference,12
2204,RegionC,AITraining,0
2204,RegionD,RealTimeInference,0
2204,RegionD,BatchInference,23
2204,RegionD,AITraining,132
2204,RegionE,RealTimeInference,0
2204,RegionE,BatchInference,0
2204,RegionE,AITraining,154
2204,RegionF,RealTimeInference,0
2204,RegionF,BatchInference,14
2204,RegionF,AITraining,218
2205,RegionA,RealTimeInference,3
2205,RegionA,BatchInference,9
2205,RegionA,AITraining,0
2205,RegionB,RealTimeInference,5
2205,RegionB,BatchInference,0
2205,RegionB,AITraining,0
2205,RegionC,RealTimeInference,1
2205,RegionC,BatchInference,0
2205,RegionC,AITraining,74
2205,RegionD,RealTimeInference,4
2205,RegionD,BatchInference,13
2205,RegionD,AITraining,260
2205,RegionE,RealTimeInference,0
2205,RegionE,BatchInference,0
2205,RegionE,AITraining,309
2205,RegionF,RealTimeInference,0
2205,RegionF,BatchInference,0
2205,RegionF,AITraining,202
2206,RegionA,RealTimeInference,2
2206,RegionA,BatchInference,75
2206,RegionA,AITraining,51
2206,RegionB,RealTimeInference,10
2206,RegionB,BatchInference,13
2206,RegionB,AITraining,104
2206,RegionC,RealTimeInference,0
2206,RegionC,BatchInference,56
2206,RegionC,AITraining,0
2206,RegionD,RealTimeInference,0
2206,RegionD,BatchInference,9
2206,RegionD,AITraining,215
2206,RegionE,RealTimeInference,0
2206,RegionE,BatchInference,0
2206,RegionE,AITraining,0
2206,RegionF,RealTimeInference,0
2206,RegionF,BatchInference,0
2206,RegionF,AITraining,70
2207,RegionA,RealTimeInference,7
2207,RegionA,BatchInference,29
2207,RegionA,AITraining,56
2207,RegionB,RealTimeInference,9
2207,RegionB,BatchInference,31
2207,RegionB,AITraining,0
2207,RegionC,RealTimeInference,12
2207,RegionC,BatchInference,55
2207,RegionC,AITraining,107
2207,RegionD,RealTimeInference,0
2207,RegionD,BatchInference,25
2207,RegionD,AITraining,0
2207,RegionE,RealTimeInference,0
2207,RegionE,BatchInference,14
2207,RegionE,AITraining,109
2207,RegionF,RealTimeInference,0
2207,RegionF,BatchInference,46
2207,RegionF,AITraining,167
2208,RegionA,RealTimeInference,19
2208,RegionA,BatchInference,0
2208,RegionA,AITraining,0
2208,RegionB,RealTimeInference,9
2208,RegionB,BatchInference,41
2208,RegionB,AITraining,0
2208,RegionC,RealTimeInference,12
2208,RegionC,BatchInference,0
2208,RegionC,AITraining,0
2208,RegionD,RealTimeInference,0
2208,RegionD,BatchInference,0
2208,RegionD,AITraining,427
2208,RegionE,RealTimeInference,0
2208,RegionE,BatchInference,0
2208,RegionE,AITraining,121
2208,RegionF,RealTimeInference,0
2208,RegionF,BatchInference,0
2208,RegionF,AITraining,99
2209,RegionA,RealTimeInference,0
2209,RegionA,BatchInference,0
2209,RegionA,AITraining,0
2209,RegionB,RealTimeInference,12
2209,RegionB,BatchInference,18
2209,RegionB,AITraining,0
2209,RegionC,RealTimeInference,12
2209,RegionC,BatchInference,5
2209,RegionC,AITraining,0
2209,RegionD,RealTimeInference,5
2209,RegionD,BatchInference,0
2209,RegionD,AITraining,46
2209,RegionE,RealTimeInference,0
2209,RegionE,BatchInference,0
2209,RegionE,AITraining,199
2209,RegionF,RealTimeInference,0
2209,RegionF,BatchInference,17
2209,RegionF,AITraining,103
2210,RegionA,RealTimeInference,10
2210,RegionA,BatchInference,13
2210,RegionA,AITraining,0
2210,RegionB,RealTimeInference,8
2210,RegionB,BatchInference,13
2210,RegionB,AITraining,0
2210,RegionC,RealTimeInference,9
2210,RegionC,BatchInference,0
2210,RegionC,AITraining,0
2210,RegionD,RealTimeInference,0
2210,RegionD,BatchInference,48
2210,RegionD,AITraining,159
2210,RegionE,RealTimeInference,0
2210,RegionE,BatchInference,0
2210,RegionE,AITraining,470
2210,RegionF,RealTimeInference,0
2210,RegionF,BatchInference,25
2210,RegionF,AITraining,0
2211,RegionA,RealTimeInference,18
2211,RegionA,BatchInference,0
2211,RegionA,AITraining,0
2211,RegionB,RealTimeInference,4
2211,RegionB,BatchInference,29
2211,RegionB,AITraining,120
2211,RegionC,RealTimeInference,6
2211,RegionC,BatchInference,16
2211,RegionC,AITraining,0
2211,RegionD,RealTimeInference,0
2211,RegionD,BatchInference,0
2211,RegionD,AITraining,71
2211,RegionE,RealTimeInference,0
2211,RegionE,BatchInference,24
2211,RegionE,AITraining,242
2211,RegionF,RealTimeInference,0
2211,RegionF,BatchInference,0
2211,RegionF,AITraining,258
2212,RegionA,RealTimeInference,12
2212,RegionA,BatchInference,0
2212,RegionA,AITraining,86
2212,RegionB,RealTimeInference,3
2212,RegionB,BatchInference,8
2212,RegionB,AITraining,106
2212,RegionC,RealTimeInference,7
2212,RegionC,BatchInference,0
2212,RegionC,AITraining,93
2212,RegionD,RealTimeInference,0
2212,RegionD,BatchInference,43
2212,RegionD,AITraining,317
2212,RegionE,RealTimeInference,0
2212,RegionE,BatchInference,0
2212,RegionE,AITraining,286
2212,RegionF,RealTimeInference,0
2212,RegionF,BatchInference,0
2212,RegionF,AITraining,310
2213,RegionA,RealTimeInference,7
2213,RegionA,BatchInference,0
2213,RegionA,AITraining,141
2213,RegionB,RealTimeInference,9
2213,RegionB,BatchInference,5
2213,RegionB,AITraining,0
2213,RegionC,RealTimeInference,5
2213,RegionC,BatchInference,0
2213,RegionC,AITraining,0
2213,RegionD,RealTimeInference,0
2213,RegionD,BatchInference,46
2213,RegionD,AITraining,0
2213,RegionE,RealTimeInference,9
2213,RegionE,BatchInference,28
2213,RegionE,AITraining,246
2213,RegionF,RealTimeInference,0
2213,RegionF,BatchInference,6
2213,RegionF,AITraining,0
2214,RegionA,RealTimeInference,18
2214,RegionA,BatchInference,29
2214,RegionA,AITraining,0
2214,RegionB,RealTimeInference,3
2214,RegionB,BatchInference,26
2214,RegionB,AITraining,0
2214,RegionC,RealTimeInference,10
2214,RegionC,BatchInference,0
2214,RegionC,AITraining,0
2214,RegionD,RealTimeInference,2
2214,RegionD,BatchInference,30
2214,RegionD,AITraining,0
2214,RegionE,RealTimeInference,0
2214,RegionE,BatchInference,0
2214,RegionE,AITraining,29
2214,RegionF,RealTimeInference,0
2214,RegionF,BatchInference,43
2214,RegionF,AITraining,37
2215,RegionA,RealTimeInference,6
2215,RegionA,BatchInference,0
2215,RegionA,AITraining,0
2215,RegionB,RealTimeInference,4
2215,RegionB,BatchInference,57
2215,RegionB,AITraining,0
2215,RegionC,RealTimeInference,0
2215,RegionC,BatchInference,28
2215,RegionC,AITraining,0
2215,RegionD,RealTimeInference,0
2215,RegionD,BatchInference,4
2215,RegionD,AITraining,325
2215,RegionE,RealTimeInference,5
2215,RegionE,BatchInference,0
2215,RegionE,AITraining,170
2215,RegionF,RealTimeInference,0
2215,RegionF,BatchInference,65
2215,RegionF,AITraining,47
2216,RegionA,RealTimeInference,12
2216,RegionA,BatchInference,0
2216,RegionA,AITraining,0
2216,RegionB,RealTimeInference,5
2216,RegionB,BatchInference,0
2216,RegionB,AITraining,66
2216,RegionC,RealTimeInference,21
2216,RegionC,BatchInference,9
2216,RegionC,AITraining,99
2216,RegionD,RealTimeInference,0
2216,RegionD,BatchInference,0
2216,RegionD,AITraining,86
2216,RegionE,RealTimeInference,0
2216,RegionE,BatchInference,0
2216,RegionE,AITraining,0
2216,RegionF,RealTimeInference,0
2216,RegionF,BatchInference,0
2216,RegionF,AITraining,83
2217,RegionA,RealTimeInference,17
2217,RegionA,BatchInference,6
2217,RegionA,AITraining,0
2217,RegionB,RealTimeInference,7
2217,RegionB,BatchInference,49
2217,RegionB,AITraining,168
2217,RegionC,RealTimeInference,7
2217,RegionC,BatchInference,0
2217,RegionC,AITraining,115
2217,RegionD,RealTimeInference,0
2217,RegionD,BatchInference,34
2217,RegionD,AITraining,125
2217,RegionE,RealTimeInference,6
2217,RegionE,BatchInference,24
2217,RegionE,AITraining,245
2217,RegionF,RealTimeInference,0
2217,RegionF,BatchInference,19
2217,RegionF,AITraining,280
2218,RegionA,RealTimeInference,21
2218,RegionA,BatchInference,14
2218,RegionA,AITraining,0
2218,RegionB,RealTimeInference,11
2218,RegionB,BatchInference,15
2218,RegionB,AITraining,0
2218,RegionC,RealTimeInference,7
2218,RegionC,BatchInference,23
2218,RegionC,AITraining,0
2218,RegionD,RealTimeInference,0
2218,RegionD,BatchInference,0
2218,RegionD,AITraining,210
2218,RegionE,RealTimeInference,0
2218,RegionE,BatchInference,0
2218,RegionE,AITraining,59
2218,RegionF,RealTimeInference,0
2218,RegionF,BatchInference,0
2218,RegionF,AITraining,23
2219,RegionA,RealTimeInference,13
2219,RegionA,BatchInference,0
2219,RegionA,AITraining,77
2219,RegionB,RealTimeInference,6
2219,RegionB,BatchInference,13
2219,RegionB,AITraining,0
2219,RegionC,RealTimeInference,1
2219,RegionC,BatchInference,0
2219,RegionC,AITraining,0
2219,RegionD,RealTimeInference,2
2219,RegionD,BatchInference,10
2219,RegionD,AITraining,673
2219,RegionE,RealTimeInference,0
2219,RegionE,BatchInference,37
2219,RegionE,AITraining,112
2219,RegionF,RealTimeInference,0
2219,RegionF,BatchInference,4
2219,RegionF,AITraining,232
2220,RegionA,RealTimeInference,21
2220,RegionA,BatchInference,19
2220,RegionA,AITraining,0
2220,RegionB,RealTimeInference,0
2220,RegionB,BatchInference,20
2220,RegionB,AITraining,0
2220,RegionC,RealTimeInference,6
2220,RegionC,BatchInference,23
2220,RegionC,AITraining,122
2220,RegionD,RealTimeInference,0
2220,RegionD,BatchInference,22
2220,RegionD,AITraining,132
2220,RegionE,RealTimeInference,3
2220,RegionE,BatchInference,11
2220,RegionE,AITraining,146
2220,RegionF,RealTimeInference,0
2220,RegionF,BatchInference,19
2220,RegionF,AITraining,158
2221,RegionA,RealTimeInference,9
2221,RegionA,BatchInference,4
2221,RegionA,AITraining,0
2221,RegionB,RealTimeInference,0
2221,RegionB,BatchInference,13
2221,RegionB,AITraining,0
2221,RegionC,RealTimeInference,6
2221,RegionC,BatchInference,9
2221,RegionC,AITraining,0
2221,RegionD,RealTimeInference,0
2221,RegionD,BatchInference,34
2221,RegionD,AITraining,174
2221,RegionE,RealTimeInference,0
2221,RegionE,BatchInference,16
2221,RegionE,AITraining,94
2221,RegionF,RealTimeInference,7
2221,RegionF,BatchInference,0
2221,RegionF,AITraining,66
2222,RegionA,RealTimeInference,8
2222,RegionA,BatchInference,0
2222,RegionA,AITraining,0
2222,RegionB,RealTimeInference,12
2222,RegionB,BatchInference,0
2222,RegionB,AITraining,0
2222,RegionC,RealTimeInference,9
2222,RegionC,BatchInference,22
2222,RegionC,AITraining,0
2222,RegionD,RealTimeInference,0
2222,RegionD,BatchInference,17
2222,RegionD,AITraining,126
2222,RegionE,RealTimeInference,0
2222,RegionE,BatchInference,0
2222,RegionE,AITraining,147
2222,RegionF,RealTimeInference,0
2222,RegionF,BatchInference,9
2222,RegionF,AITraining,0
2223,RegionA,RealTimeInference,9
2223,RegionA,BatchInference,57
2223,RegionA,AITraining,0
2223,RegionB,RealTimeInference,0
2223,RegionB,BatchInference,16
2223,RegionB,AITraining,0
2223,RegionC,RealTimeInference,4
2223,RegionC,BatchInference,5
2223,RegionC,AITraining,116
2223,RegionD,RealTimeInference,0
2223,RegionD,BatchInference,13
2223,RegionD,AITraining,237
2223,RegionE,RealTimeInference,0
2223,RegionE,BatchInference,7
2223,RegionE,AITraining,100
2223,RegionF,RealTimeInference,0
2223,RegionF,BatchInference,23
2223,RegionF,AITraining,127
2224,RegionA,RealTimeInference,8
2224,RegionA,BatchInference,0
2224,RegionA,AITraining,0
2224,RegionB,RealTimeInference,9
2224,RegionB,BatchInference,0
2224,RegionB,AITraining,0
2224,RegionC,RealTimeInference,7
2224,RegionC,BatchInference,25
2224,RegionC,AITraining,0
2224,RegionD,RealTimeInference,1
2224,RegionD,BatchInference,5
2224,RegionD,AITraining,358
2224,RegionE,RealTimeInference,5
2224,RegionE,BatchInference,0
2224,RegionE,AITraining,96
2224,RegionF,RealTimeInference,4
2224,RegionF,BatchInference,0
2224,RegionF,AITraining,78
2225,RegionA,RealTimeInference,4
2225,RegionA,BatchInference,47
2225,RegionA,AITraining,0
2225,RegionB,RealTimeInference,8
2225,RegionB,BatchInference,15
2225,RegionB,AITraining,0
2225,RegionC,RealTimeInference,11
2225,RegionC,BatchInference,42
2225,RegionC,AITraining,0
2225,RegionD,RealTimeInference,1
2225,RegionD,BatchInference,26
2225,RegionD,AITraining,286
2225,RegionE,RealTimeInference,4
2225,RegionE,BatchInference,11
2225,RegionE,AITraining,0
2225,RegionF,RealTimeInference,0
2225,RegionF,BatchInference,20
2225,RegionF,AITraining,249
2226,RegionA,RealTimeInference,21
2226,RegionA,BatchInference,22
2226,RegionA,AITraining,0
2226,RegionB,RealTimeInference,4
2226,RegionB,BatchInference,8
2226,RegionB,AITraining,63
2226,RegionC,RealTimeInference,13
2226,RegionC,BatchInference,0
2226,RegionC,AITraining,0
2226,RegionD,RealTimeInference,0
2226,RegionD,BatchInference,0
2226,RegionD,AITraining,241
2226,RegionE,RealTimeInference,0
2226,RegionE,BatchInference,0
2226,RegionE,AITraining,77
2226,RegionF,RealTimeInference,0
2226,RegionF,BatchInference,16
2226,RegionF,AITraining,190
2227,RegionA,RealTimeInference,4
2227,RegionA,BatchInference,19
2227,RegionA,AITraining,0
2227,RegionB,RealTimeInference,0
2227,RegionB,BatchInference,0
2227,RegionB,AITraining,20
2227,RegionC,RealTimeInference,7
2227,RegionC,BatchInference,15
2227,RegionC,AITraining,103
2227,RegionD,RealTimeInference,0
